"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"12/7/2023","12/7/2023","12/7/2023","ARM","Stock Lending","SLIP","","","$0.01"
"12/5/2023","12/5/2023","12/7/2023","CMG","Chipotle
CUSIP: 169656105","Buy","0.044809","$2,219.00","($99.43)"
"12/5/2023","12/5/2023","12/7/2023","CMG","Chipotle
CUSIP: 169656105","Buy","0.000256","$2,219.00","($0.57)"
"12/5/2023","12/5/2023","12/7/2023","NOBL","ProShares S&P 500 Dividend Aristocrats ETF
CUSIP: 74348A467","Buy","1","$92.05","($92.05)"
"12/5/2023","12/5/2023","12/7/2023","NOBL","ProShares S&P 500 Dividend Aristocrats ETF
CUSIP: 74348A467","Buy","0.3","$92.08","($27.63)"
"12/4/2023","12/4/2023","12/6/2023","VOO","Vanguard S&P 500 ETF
CUSIP: 922908363","Buy","0.491515","$419.00","($205.94)"
"12/4/2023","12/4/2023","12/6/2023","SCHD","Schwab US Dividend Equity ETF
CUSIP: 808524797","Buy","1","$73.43","($73.43)"
"12/4/2023","12/4/2023","12/6/2023","","ACH Deposit","ACH","","","$500.00"
"11/24/2023","11/24/2023","11/24/2023","SPHD","Cash Div: R/D 2023-11-21 P/D 2023-11-24 - 3 shares at 0.16389","CDIV","","","$0.49"
"11/24/2023","11/24/2023","11/24/2023","SBUX","Cash Div: R/D 2023-11-10 P/D 2023-11-24 - 0.532491 shares at 0.57","CDIV","","","$0.30"
"11/21/2023","11/21/2023","11/24/2023","VOO","Vanguard S&P 500 ETF
CUSIP: 922908363","Buy","0.14142","$416.63","($58.92)"
"11/21/2023","11/21/2023","11/24/2023","MCD","McDonald's
CUSIP: 580135101","Buy","0.357308","$279.87","($100.00)"
"11/21/2023","11/21/2023","11/24/2023","HD","Home Depot
CUSIP: 437076102","Buy","0.244917","$305.57","($74.84)"
"11/21/2023","11/21/2023","11/24/2023","HD","Home Depot
CUSIP: 437076102","Buy","0.000523","$305.57","($0.16)"
"11/21/2023","11/21/2023","11/24/2023","COST","Costco
CUSIP: 22160K105","Buy","0.171821","$582.00","($100.00)"
"11/21/2023","11/21/2023","11/24/2023","NOBL","ProShares S&P 500 Dividend Aristocrats ETF
CUSIP: 74348A467","Buy","1","$89.89","($89.89)"
"11/21/2023","11/21/2023","11/22/2023","","ACH Deposit","ACH","","","$500.00"
"11/21/2023","11/21/2023","11/24/2023","SCHD","Schwab US Dividend Equity ETF
CUSIP: 808524797","Buy","1","$71.61","($71.61)"
"11/7/2023","11/7/2023","11/9/2023","MA","Mastercard
CUSIP: 57636Q104","Buy","0.127367","$389.19","($49.57)"
"11/7/2023","11/7/2023","11/9/2023","SPHD","Invesco S&P 500 High Dividend Low Volatility ETF
CUSIP: 46138E362","Buy","3","$38.99","($116.97)"
"11/7/2023","11/7/2023","11/9/2023","TXRH","Texas Roadhouse
CUSIP: 882681109","Buy","0.5","$103.39","($51.69)"
"11/7/2023","11/7/2023","11/9/2023","TXN","Texas Instruments
CUSIP: 882508104","Buy","0.5","$146.81","($73.41)"
"11/7/2023","11/7/2023","11/9/2023","SCHD","Schwab US Dividend Equity ETF
CUSIP: 808524797","Buy","3","$69.79","($209.36)"
"11/7/2023","11/7/2023","11/8/2023","","ACH Deposit","ACH","","","$500.00"
"10/31/2023","10/31/2023","11/2/2023","GOOGL","Alphabet Class A
CUSIP: 02079K305","Buy","0.101932","$123.90","($12.63)"
"10/31/2023","10/31/2023","11/2/2023","SBUX","Starbucks
CUSIP: 855244109","Buy","0.531526","$93.17","($49.52)"
"10/31/2023","10/31/2023","11/2/2023","SBUX","Starbucks
CUSIP: 855244109","Buy","0.000965","$93.17","($0.09)"
"10/31/2023","10/31/2023","11/2/2023","KO","Coca-Cola
CUSIP: 191216100","Buy","0.530316","$56.57","($30.00)"
"10/31/2023","10/31/2023","11/2/2023","NVDA","NVIDIA
CUSIP: 67066G104","Buy","0.247298","$404.37","($100.00)"
"10/31/2023","10/31/2023","11/2/2023","MSFT","Microsoft
CUSIP: 594918104","Buy","0.088529","$338.73","($29.99)"
"10/31/2023","10/31/2023","11/2/2023","MSFT","Microsoft
CUSIP: 594918104","Buy","0.000029","$338.73","($0.01)"
"10/31/2023","10/31/2023","11/2/2023","NOBL","ProShares S&P 500 Dividend Aristocrats ETF
CUSIP: 74348A467","Buy","0.00294","$85.03","($0.25)"
"10/31/2023","10/31/2023","11/2/2023","NOBL","ProShares S&P 500 Dividend Aristocrats ETF
CUSIP: 74348A467","Buy","0.349895","$85.03","($29.75)"
"10/31/2023","10/31/2023","11/2/2023","VYM","Vanguard High Dividend Yield ETF
CUSIP: 921946406","Buy","2","$99.93","($199.86)"
"10/31/2023","10/31/2023","11/2/2023","ARM","Arm Holdings plc
CUSIP: 042068205","Buy","1","$47.90","($47.90)"
"10/31/2023","10/31/2023","11/1/2023","","ACH Deposit","ACH","","","$500.00"
"10/23/2023","10/23/2023","10/25/2023","DIS","Disney
CUSIP: 254687106","Buy","0.258526","$83.70","($21.64)"
"10/23/2023","10/23/2023","10/25/2023","NOBL","ProShares S&P 500 Dividend Aristocrats ETF
CUSIP: 74348A467","Buy","0.350692","$85.53","($29.99)"
"10/23/2023","10/23/2023","10/25/2023","NOBL","ProShares S&P 500 Dividend Aristocrats ETF
CUSIP: 74348A467","Buy","0.000116","$85.53","($0.01)"
"10/23/2023","10/23/2023","10/25/2023","KO","Coca-Cola
CUSIP: 191216100","Buy","0.551927","$54.36","($30.00)"
"10/23/2023","10/23/2023","10/25/2023","MSFT","Microsoft
CUSIP: 594918104","Buy","0.090436","$331.72","($30.00)"
"10/23/2023","10/23/2023","10/25/2023","VOO","Vanguard S&P 500 ETF
CUSIP: 922908363","Buy","1","$388.36","($388.36)"
"10/23/2023","10/23/2023","10/24/2023","","ACH Deposit","ACH","","","$500.00"
"11/22/2021","11/22/2021","11/22/2021","","ACH Withdrawal","ACH","","","($3.74)"
"10/29/2021","10/29/2021","10/29/2021","SPY","Cash Div: R/D 2021-09-20 P/D 2021-10-29 - 2.419741 shares at 1.428117","CDIV","","","$3.46"
"9/30/2021","9/30/2021","9/30/2021","SPHD","Cash Div: R/D 2021-09-21 P/D 2021-09-30 - 2.168491 shares at 0.12751","CDIV","","","$0.28"
"9/27/2021","9/27/2021","9/27/2021","","ACH Withdrawal","ACH","","","($3,547.69)"
"9/23/2021","9/23/2021","9/23/2021","VYM","Cash Div: R/D 2021-09-21 P/D 2021-09-23 - 4.975365 shares at 0.7488","CDIV","","","$3.73"
"9/23/2021","9/23/2021","9/27/2021","SNDL","Sundial Growers
CUSIP: 86730L109","Sell","11.191315","$0.70","$7.88"
"9/23/2021","9/23/2021","9/27/2021","SPY","SPDR S&P 500 ETF
CUSIP: 78462F103","Sell","2","$443.72","$887.44"
"9/23/2021","9/23/2021","9/27/2021","SPY","SPDR S&P 500 ETF
CUSIP: 78462F103","Sell","0.419741","$443.72","$186.25"
"9/23/2021","9/23/2021","9/27/2021","T","AT&T
CUSIP: 00206R102","Sell","0.305258","$27.20","$8.30"
"9/23/2021","9/23/2021","9/27/2021","SPHD","Invesco S&P 500 High Dividend Low Volatility ETF
CUSIP: 46138E362","Sell","2","$43.07","$86.14"
"9/23/2021","9/23/2021","9/27/2021","SPHD","Invesco S&P 500 High Dividend Low Volatility ETF
CUSIP: 46138E362","Sell","0.168491","$43.08","$7.26"
"9/23/2021","9/23/2021","9/27/2021","VYM","Vanguard High Dividend Yield ETF
CUSIP: 921946406","Sell","4.975365","$104.87","$521.76"
"9/23/2021","9/23/2021","9/27/2021","MSFT","Microsoft
CUSIP: 594918104","Sell","2","$300.17","$600.34"
"9/23/2021","9/23/2021","9/27/2021","VOO","Vanguard S&P 500 ETF
CUSIP: 922908363","Sell","3","$409.26","$1,227.77"
"9/23/2021","9/23/2021","9/27/2021","VOO","Vanguard S&P 500 ETF
CUSIP: 922908363","Sell","0.026443","$409.26","$10.82"
"9/14/2021","9/14/2021","9/14/2021","","ACH Withdrawal","ACH","","","($4,051.36)"
"9/10/2021","9/10/2021","9/14/2021","VOO","Vanguard S&P 500 ETF
CUSIP: 922908363","Sell","8","$413.04","$3,304.34"
"9/10/2021","9/10/2021","9/14/2021","VOO","Vanguard S&P 500 ETF
CUSIP: 922908363","Sell","0.473652","$413.04","$195.64"
"9/10/2021","9/10/2021","9/14/2021","QYLD","Global X Funds Global X NASDAQ-100 Covered Call ETF
CUSIP: 37954Y483","Sell","22","$23.06","$507.37"
"9/9/2021","9/9/2021","9/9/2021","MSFT","Cash Div: R/D 2021-08-19 P/D 2021-09-09 - 2 shares at 0.56","CDIV","","","$1.12"
"8/31/2021","8/31/2021","8/31/2021","QYLD","Cash Div: R/D 2021-08-24 P/D 2021-08-31 - 22 shares at 0.187861","CDIV","","","$4.13"
"8/31/2021","8/31/2021","8/31/2021","SPHD","Cash Div: R/D 2021-08-24 P/D 2021-08-31 - 2.168491 shares at 0.12699","CDIV","","","$0.28"
"8/2/2021","8/2/2021","8/2/2021","T","Cash Div: R/D 2021-07-09 P/D 2021-08-02 - 0.305258 shares at 0.52","CDIV","","","$0.16"
"7/30/2021","7/30/2021","7/30/2021","SPY","Cash Div: R/D 2021-06-21 P/D 2021-07-30 - 2.419741 shares at 1.375875","CDIV","","","$3.33"
"7/30/2021","7/30/2021","7/30/2021","SPHD","Cash Div: R/D 2021-07-20 P/D 2021-07-30 - 2.168491 shares at 0.11415","CDIV","","","$0.25"
"7/27/2021","7/27/2021","7/27/2021","QYLD","Cash Div: R/D 2021-07-20 P/D 2021-07-27 - 22 shares at 0.222997","CDIV","","","$4.91"
"7/2/2021","7/2/2021","7/2/2021","VOO","Cash Div: R/D 2021-06-30 P/D 2021-07-02 - 11.500095 shares at 1.3329","CDIV","","","$15.33"
"6/30/2021","6/30/2021","6/30/2021","SPHD","Cash Div: R/D 2021-06-22 P/D 2021-06-30 - 2.168491 shares at 0.12083","CDIV","","","$0.26"
"6/29/2021","6/29/2021","6/29/2021","QYLD","Cash Div: R/D 2021-06-22 P/D 2021-06-29 - 22 shares at 0.193932","CDIV","","","$4.27"
"6/24/2021","6/24/2021","6/24/2021","VYM","Cash Div: R/D 2021-06-22 P/D 2021-06-24 - 4.975365 shares at 0.7523","CDIV","","","$3.74"
"6/10/2021","6/10/2021","6/10/2021","MSFT","Cash Div: R/D 2021-05-20 P/D 2021-06-10 - 2 shares at 0.56","CDIV","","","$1.12"
"6/2/2021","6/2/2021","6/2/2021","QYLD","Cash Div: R/D 2021-05-25 P/D 2021-06-02 - 22 shares at 0.2207","CDIV","","","$4.86"
"5/28/2021","5/28/2021","5/28/2021","SPHD","Cash Div: R/D 2021-05-25 P/D 2021-05-28 - 2.168491 shares at 0.11409","CDIV","","","$0.25"
"5/17/2021","5/17/2021","5/19/2021","SPHD","Invesco S&P 500 High Dividend Low Volatility ETF
CUSIP: 46138E362","Buy","2","$46.12","($92.23)"
"5/17/2021","5/17/2021","5/19/2021","SPHD","Invesco S&P 500 High Dividend Low Volatility ETF
CUSIP: 46138E362","Buy","0.168491","$46.12","($7.77)"
"5/17/2021","5/17/2021","5/17/2021","","ACH Deposit","ACH","","","$100.00"
"5/12/2021","5/12/2021","5/14/2021","SPY","SPDR S&P 500 ETF
CUSIP: 78462F103","Buy","0.999953","$408.36","($408.34)"
"5/12/2021","5/12/2021","5/14/2021","SPY","SPDR S&P 500 ETF
CUSIP: 78462F103","Buy","0.224484","$408.34","($91.66)"
"5/12/2021","5/12/2021","5/12/2021","","ACH Deposit","ACH","","","$500.00"
"4/29/2021","4/29/2021","5/3/2021","T","AT&T
CUSIP: 00206R102","Buy","0.305258","$31.29","($9.55)"
"4/29/2021","4/29/2021","5/3/2021","SPY","SPDR S&P 500 ETF
CUSIP: 78462F103","Buy","0.999976","$418.31","($418.30)"
"4/29/2021","4/29/2021","5/3/2021","SPY","SPDR S&P 500 ETF
CUSIP: 78462F103","Buy","0.195328","$418.30","($81.70)"
"4/29/2021","4/29/2021","5/3/2021","SNDL","Sundial Growers
CUSIP: 86730L109","Buy","11","$0.89","($9.83)"
"4/29/2021","4/29/2021","5/3/2021","SNDL","Sundial Growers
CUSIP: 86730L109","Buy","0.191315","$0.89","($0.17)"
"4/27/2021","4/27/2021","4/27/2021","QYLD","Cash Div: R/D 2021-04-20 P/D 2021-04-27 - 22 shares at 0.228265","CDIV","","","$5.02"
"4/9/2021","4/9/2021","4/13/2021","AMZN","Amazon
CUSIP: 023135106","Sell","0.146334","$3,370.00","$493.15"
"3/31/2021","3/31/2021","3/31/2021","VOO","Cash Div: R/D 2021-03-29 P/D 2021-03-31 - 11.500095 shares at 1.2625","CDIV","","","$14.52"
"3/30/2021","3/30/2021","3/30/2021","QYLD","Cash Div: R/D 2021-03-23 P/D 2021-03-30 - 22 shares at 0.22386","CDIV","","","$4.92"
"3/26/2021","3/26/2021","3/30/2021","VYM","Vanguard High Dividend Yield ETF
CUSIP: 921946406
Bulk Equity Order Allocation Execution","Buy","0.032207","$100.60","($3.24)"
"3/25/2021","3/25/2021","3/25/2021","VYM","Cash Div: R/D 2021-03-23 P/D 2021-03-25 - 4.943158 shares at 0.6564","CDIV","","","$3.24"
"3/18/2021","3/18/2021","3/22/2021","VYM","Vanguard High Dividend Yield ETF
CUSIP: 921946406","Buy","4.943158","$101.15","($500.00)"
"3/18/2021","3/18/2021","3/18/2021","","ACH Deposit","ACH","","","$500.00"
"3/15/2021","3/15/2021","3/17/2021","QYLD","Global X Funds Global X NASDAQ-100 Covered Call ETF
CUSIP: 37954Y483","Buy","22","$22.69","($499.18)"
"3/15/2021","3/15/2021","3/15/2021","","ACH Deposit","ACH","","","$500.00"
"3/11/2021","3/11/2021","3/11/2021","MSFT","Cash Div: R/D 2021-02-18 P/D 2021-03-11 - 2 shares at 0.56","CDIV","","","$1.12"
"3/4/2021","3/4/2021","3/8/2021","VOO","Vanguard S&P 500 ETF
CUSIP: 922908363","Buy","2.913752","$343.20","($1,000.00)"
"3/4/2021","3/4/2021","3/4/2021","","ACH Deposit","ACH","","","$1,000.00"
"2/18/2021","2/18/2021","2/22/2021","VOO","Vanguard S&P 500 ETF
CUSIP: 922908363","Buy","2.799787","$357.17","($1,000.00)"
"2/18/2021","2/18/2021","2/18/2021","","ACH Deposit","ACH","","","$1,000.00"
"2/9/2021","2/9/2021","2/11/2021","VOO","Vanguard S&P 500 ETF
CUSIP: 922908363","Buy","1.999916","$358.87","($717.71)"
"2/9/2021","2/9/2021","2/11/2021","VOO","Vanguard S&P 500 ETF
CUSIP: 922908363","Buy","0.78664","$358.86","($282.29)"
"2/8/2021","2/8/2021","2/8/2021","","ACH Deposit","ACH","","","$1,000.00"
"2/5/2021","2/5/2021","2/9/2021","AMZN","Amazon
CUSIP: 023135106","Buy","0.146334","$3,322.86","($486.25)"
"2/5/2021","2/5/2021","2/9/2021","VOO","Vanguard S&P 500 ETF
CUSIP: 922908363","Buy","3","$356.46","($1,069.38)"
"2/5/2021","2/5/2021","2/9/2021","VOO","Vanguard S&P 500 ETF
CUSIP: 922908363","Sell","2.910601","$356.44","$1,037.44"
"2/5/2021","2/5/2021","2/9/2021","MSFT","Microsoft
CUSIP: 594918104","Buy","2","$240.99","($481.99)"
"2/5/2021","2/5/2021","2/9/2021","MSFT","Microsoft
CUSIP: 594918104","Sell","0.415618","$241.04","$100.18"
"2/4/2021","2/4/2021","2/8/2021","MSFT","Microsoft
CUSIP: 594918104","Buy","0.415618","$240.60","($100.00)"
"2/1/2021","2/1/2021","2/3/2021","VOO","Vanguard S&P 500 ETF
CUSIP: 922908363","Buy","2.910601","$343.63","($1,000.17)"
"2/1/2021","2/1/2021","2/1/2021","","ACH Deposit","ACH","","","$1,000.00"
"2/1/2021","2/1/2021","2/1/2021","","ACH Deposit","ACH","","","$900.00"
"1/29/2021","1/29/2021","1/29/2021","","ACH Deposit","ACH","","","$100.00"
"7/6/2020","7/6/2020","7/6/2020","","ACH Withdrawal","ACH","","","($588.01)"
"7/2/2020","7/2/2020","7/2/2020","VOO","Cash Div: R/D 2020-06-30 P/D 2020-07-02 - 2 shares at 1.4333","CDIV","","","$2.87"
"6/30/2020","6/30/2020","7/2/2020","VOO","Vanguard S&P 500 ETF
CUSIP: 922908363","Sell","2","$279.29","$558.56"
"4/15/2020","4/15/2020","4/17/2020","VOO","Vanguard S&P 500 ETF
CUSIP: 922908363","Buy","2","$253.84","($507.68)"
"4/14/2020","4/14/2020","4/16/2020","VOO","Vanguard S&P 500 ETF
CUSIP: 922908363","Sell","2","$258.24","$516.46"
"3/16/2020","3/16/2020","3/18/2020","VOO","Vanguard S&P 500 ETF
CUSIP: 922908363","Buy","1","$229.25","($229.25)"
"3/16/2020","3/16/2020","3/16/2020","","ACH Deposit","ACH","","","$230.00"
"3/13/2020","3/13/2020","3/13/2020","VOO","Cash Div: R/D 2020-03-11 P/D 2020-03-13 - 1 shares at 1.178","CDIV","","","$1.18"
"3/9/2020","3/9/2020","3/11/2020","FIT","Fitbit
CUSIP: 33812L102","Sell","1","$6.20","$6.20"
"3/9/2020","3/9/2020","3/11/2020","FIT","Fitbit
CUSIP: 33812L102","Buy","1","$6.21","($6.21)"
"3/9/2020","3/9/2020","3/11/2020","VOO","Vanguard S&P 500 ETF
CUSIP: 922908363","Buy","1","$254.12","($254.12)"
"3/9/2020","3/9/2020","3/9/2020","","ACH Deposit","ACH","","","$10.00"
"3/9/2020","3/9/2020","3/9/2020","","ACH Deposit","ACH","","","$250.00"
"3/3/2020","3/3/2020","3/3/2020","","ACH Deposit","ACH","","","$10.00"
""
"","","","","","","","","","The data provided is for informational purposes only. Please consult a professional tax service or personal tax advisor if you need instructions on how to calculate cost basis or questions regarding your specific tax situation. Reminder: This data does not include Robinhood Crypto or Robinhood Spending activity."
